win_ratio,total_accuracy,kill_to_death_ratio,total_wins_per_hour,mvp_per_round,total_headshots_per_round,accuracy_ssg08,accuracy_awp,accuracy_deagle,accuracy_aug,accuracy_scar20,accuracy_m4a1,accuracy_ak47,accuracy_bizon,accuracy_elite,accuracy_famas,accuracy_fiveseven,accuracy_g3sg1,accuracy_galilar,accuracy_glock,accuracy_hkp2000,accuracy_m249,accuracy_mac10,accuracy_mag7,accuracy_mp7,accuracy_mp9,accuracy_negev,accuracy_nova,accuracy_p250,accuracy_p90,accuracy_sawedoff,accuracy_sg556,accuracy_tec9,accuracy_ump45,accuracy_xm1014,total_games_owned,VACBanned
0.54,0.18,1.09,17.32,0.18,1.02,0.32,0.3,0.28,0.23,0.09,0.17,0.14,0.18,0.2,0.18,0.32,0.11,0.19,0.28,0.21,0.09,0.19,0.16,0.22,0.19,0.06,0.18,0.26,0.18,0.16,0.23,0.29,0.17,0.15,61,1
0.59,0.27,1.36,13.02,0.11,5.79,0.25,0.55,0.12,0.19,0.28,0.29,0.11,0.44,0.15,0.2,0.2,0.11,0.14,0.48,0.49,0.15,0.3,0.34,0.18,0.16,0.46,0.32,0.1,0.1,0.18,0.13,0.38,0.27,0.25,93,1
0.55,0.16,1.17,30.04,0.15,0.6,0.3,0.37,0.26,0.21,0.17,0.16,0.14,0.13,0.17,0.16,0.24,0.1,0.13,0.17,0.18,0.07,0.14,0.18,0.15,0.2,0.08,0.2,0.2,0.14,0.12,0.15,0.17,0.19,0.14,19,1
0.49,0.19,1.16,16.6,0.06,0.91,0.25,0.37,0.23,0.44,0.3,0.22,0.16,0.24,0.19,0.19,,0.2,0.17,0.2,0.19,0.21,0.21,0.15,0.31,0.14,0.06,0.2,0.14,0.18,0.27,0.19,,0.18,0.15,186,1
0.46,0.16,0.96,21.98,0.09,0.32,0.3,0.34,0.19,0.19,0.23,0.19,0.15,0.14,0.21,0.18,0.22,0.25,0.15,0.16,0.2,0.08,0.16,0.21,0.19,0.19,0.06,0.2,0.2,0.14,0.1,0.17,0.1,0.16,0.18,52,1
0.59,0.12,0.96,23.17,0.11,0.63,0.36,0.41,0.18,0.13,0.23,0.1,0.11,0.15,0.14,0.14,0.1,0.25,0.14,0.15,0.15,0.08,0.2,0.16,0.12,0.11,0.05,0.14,0.25,0.13,0.13,0.16,0.08,0.09,0.13,156,1
0.52,0.18,1.32,27.56,0.13,0.56,0.26,0.37,0.2,0.09,0.24,0.17,0.16,0.16,0.36,0.18,0.19,,0.14,0.16,0.18,0.33,,0.33,0.24,0.2,0.17,0.13,0.2,0.16,,0.02,0.08,0.19,0.17,5,1
0.43,0.16,0.7,12.61,0.09,0.31,0.36,0.43,0.23,0.19,0.31,0.15,0.13,0.22,0.11,0.12,0.22,,0.14,0.15,0.21,0.04,0.4,0.08,0.17,0.27,0.1,0.22,0.14,0.21,0.11,0.11,0.17,0.14,0.21,35,1
0.51,0.18,1.33,24.53,0.13,0.37,0.4,0.43,0.2,0.22,0.14,0.18,0.15,0.17,0.21,0.21,0.31,0.2,0.19,0.18,0.23,0.07,0.18,0.28,0.15,0.16,0.01,0.21,0.19,0.14,0.18,0.2,0.12,0.13,0.17,13,1
0.54,0.16,1.22,19.42,0.15,0.91,0.29,0.24,0.2,0.16,0.16,0.14,0.14,0.16,0.17,0.18,0.21,0.15,0.12,0.13,0.1,0.11,0.13,0.17,0.17,0.14,0.07,0.18,0.18,0.15,0.19,0.15,0.21,0.13,0.15,19,1
0.48,0.12,0.9,21.4,0.09,0.23,0.19,0.28,0.12,0.15,0.06,0.12,0.1,0.14,0.27,0.11,0.1,,0.08,0.11,0.13,,,0.42,0.16,,0.03,0.1,0.11,0.15,0.13,0.1,0.04,0.33,0.16,14,1
0.52,0.18,1.14,23.47,0.08,0.39,0.31,0.41,0.22,0.21,0.17,0.18,0.17,0.19,0.25,0.17,0.2,0.16,0.2,0.19,0.19,0.01,0.15,0.22,0.18,0.21,0.03,0.17,0.19,0.17,0.23,0.28,0.4,0.15,0.25,24,1
0.55,0.18,1.69,17.6,0.15,3.54,0.58,0.27,0.26,0.17,0.2,0.17,0.14,0.19,0.23,0.2,0.25,0.21,0.14,0.25,0.22,0.15,0.18,0.13,0.26,0.21,0.12,0.15,0.26,0.19,0.15,0.18,0.31,0.17,0.17,6,1
0.49,0.18,1.16,21.17,0.09,0.44,0.36,0.39,0.23,0.19,0.28,0.18,0.16,0.29,0.22,0.21,0.23,0.17,0.19,0.18,0.2,0.14,0.26,0.21,0.31,0.29,0.07,0.22,0.2,0.14,0.18,0.19,0.28,0.27,0.2,52,1
0.51,0.15,0.77,10.69,0.17,0.94,0.18,0.32,0.23,0.18,0.1,0.11,0.12,0.19,0.18,0.16,0.15,0.23,0.17,0.14,0.16,0.13,0.17,0.17,0.14,0.12,0.06,0.11,0.18,0.12,0.17,0.14,0.15,0.15,0.2,8,1
0.5,0.25,1.72,26.16,0.22,0.68,0.29,0.38,0.27,0.43,0.38,0.23,0.22,0.11,,0.16,,0.13,0.5,0.15,0.11,0.16,0.3,0.15,0.08,0.5,0.1,0.15,,0.19,,0.5,,0.16,0.07,13,1
0.48,0.18,0.88,20.78,0.09,0.29,0.23,0.35,0.22,0.21,0.21,0.17,0.16,0.16,0.17,0.2,0.15,0.21,0.18,0.15,0.18,0.14,0.2,0.24,0.19,0.13,0.06,0.14,0.16,0.15,0.17,0.18,0.13,0.12,0.17,13,1
0.45,0.23,1.26,7.64,0.15,1.43,0.5,0.31,0.24,0.21,0.38,0.16,0.2,0.24,0.29,0.23,0.27,0.4,0.18,0.25,0.28,0.22,0.22,0.21,0.25,0.25,0.2,0.2,0.32,0.25,0.16,0.27,0.35,0.22,0.19,110,1
0.55,0.17,1.34,25.41,0.15,0.47,0.4,0.35,0.19,0.2,0.14,0.17,0.16,0.19,0.22,0.23,0.27,0.11,0.19,0.17,0.18,0.11,0.2,0.16,0.21,0.16,0.07,0.16,0.31,0.15,0.16,0.19,0.18,0.17,0.17,115,1
0.51,0.18,1.18,26.88,0.12,0.57,0.23,0.44,0.23,0.15,0.13,0.18,0.17,0.15,0.17,0.17,0.21,0.23,0.13,0.17,0.18,0.19,0.18,0.16,0.15,0.12,0.04,0.19,0.2,0.15,0.08,0.12,0.15,0.12,0.15,29,1
0.52,0.2,1.04,16.32,0.08,0.82,0.28,0.34,0.25,0.21,0.18,0.21,0.2,0.18,0.17,0.2,0.21,0.18,0.17,0.17,0.2,0.16,0.21,0.2,0.2,0.18,0.08,0.18,0.2,0.17,0.15,0.21,0.16,0.18,0.17,57,1
0.51,0.19,1.18,35.22,0.17,0.41,0.31,0.38,0.22,0.19,0.21,0.18,0.16,0.25,0.29,0.22,0.24,0.19,0.18,0.2,0.23,0.13,0.26,0.25,0.25,0.21,0.08,0.24,0.24,0.17,0.21,0.17,0.21,0.19,0.22,12,1
0.5,0.18,1.03,21.66,0.09,0.19,0.32,0.4,0.22,0.18,0.33,0.17,0.16,0.18,0.17,0.21,0.14,0.21,0.16,0.17,0.17,0.03,0.14,0.18,0.15,0.12,0.07,0.18,0.16,0.14,0.2,0.12,0.13,0.13,0.09,51,1
0.49,0.19,1.06,21.09,0.09,0.36,0.38,0.35,0.19,0.24,0.23,0.21,0.19,0.18,0.23,0.18,0.27,0.31,0.13,0.18,0.22,0.16,0.21,0.28,0.33,0.23,0.06,0.21,0.2,0.18,0.25,0.21,0.16,0.22,0.21,32,1
0.69,0.21,3.11,34.06,0.37,0.68,0.53,0.46,0.28,0.26,0.17,0.21,0.2,0.3,0.34,0.24,0.17,0.31,0.2,0.21,0.23,0.19,0.42,0.25,0.17,0.37,0.09,0.19,0.24,0.22,0.14,0.23,0.33,0.25,0.22,20,1
0.44,0.1,0.63,6.09,0.03,0.6,0.26,0.35,0.14,0.08,0.16,0.09,0.08,0.09,0.13,0.07,0.07,0.15,0.12,0.02,0.11,0.45,0.08,0.28,0.09,0.11,0.08,0.13,0.17,0.09,0.06,0.08,0.8,0.08,0.1,8,1
0.5,0.14,0.92,23.34,0.1,0.33,0.16,0.3,0.15,0.15,0.18,0.15,0.12,0.16,0.09,0.12,0.21,0.13,0.11,0.13,0.17,0.09,0.14,0.23,0.21,0.18,0.05,0.19,0.13,0.14,0.15,0.09,0.05,0.13,0.16,22,1
0.54,0.2,1.22,20.08,0.11,0.89,0.35,0.37,0.3,0.21,0.29,0.19,0.14,0.21,0.23,0.26,0.29,0.28,0.18,0.25,0.27,0.13,0.2,0.23,0.24,0.16,0.11,0.24,0.24,0.18,0.2,0.22,0.25,0.17,0.25,178,1
0.33,0.23,0.85,18.63,0.08,0.55,0.34,0.36,0.18,0.42,0.77,0.24,0.17,0.18,0.2,0.2,0.36,0.12,0.13,0.11,0.21,0.4,0.17,0.15,0.22,0.15,0.06,0.16,0.24,0.42,0.16,0.12,0.26,0.24,0.23,31,1
0.56,0.16,1.18,11.72,0.1,0.77,0.27,0.36,0.23,0.17,0.24,0.17,0.15,0.2,0.2,0.2,0.2,0.21,0.16,0.15,0.16,0.1,0.2,0.18,0.25,0.19,0.1,0.22,0.19,0.15,0.15,0.15,0.17,0.16,0.22,93,1
0.49,0.19,0.99,23.43,0.1,0.28,0.37,0.41,0.29,0.21,0.23,0.18,0.15,0.16,0.16,0.22,0.22,0.22,0.14,0.17,0.21,0.16,0.17,0.23,0.21,0.19,0.17,0.23,0.21,0.16,0.2,0.15,0.16,0.18,0.23,26,1
0.52,0.19,1.28,16.4,0.12,0.9,0.35,0.43,0.25,0.21,0.23,0.21,0.19,0.19,0.2,0.23,0.24,0.25,0.16,0.23,0.25,0.12,0.22,0.23,0.24,0.19,0.08,0.19,0.21,0.18,0.21,0.17,0.2,0.19,0.21,9,1
0.48,0.14,0.71,25.04,0.1,0.33,0.25,0.28,0.15,0.16,0.16,0.16,0.18,0.14,0.13,0.16,0.12,0.23,0.14,0.17,0.17,0.09,0.19,0.16,0.18,0.12,0.09,0.15,0.15,0.15,0.09,0.15,0.12,0.11,0.09,18,1
0.57,0.14,1.15,17.8,0.1,0.42,0.36,0.35,0.16,0.14,0.15,0.13,0.14,0.24,0.12,0.16,,0.11,0.12,0.15,0.15,0.27,0.17,0.17,0.16,0.15,0.03,0.13,,0.16,0.08,0.19,0.28,0.12,0.06,7,1
0.47,0.17,0.87,27.09,0.09,0.29,0.1,0.28,0.25,0.19,0.19,0.15,0.17,0.22,0.29,0.15,0.24,0.16,0.15,0.11,0.16,0.12,0.16,0.13,0.16,0.2,0.09,0.15,0.23,0.16,0.2,0.15,0.24,0.24,0.26,20,1
0.43,0.15,0.76,5.74,0.05,0.6,0.1,0.2,0.21,0.21,0.33,0.09,0.09,0.25,0.25,0.19,0.2,0.25,0.14,0.23,0.2,0.11,0.21,0.19,0.22,0.25,0.05,0.26,0.15,0.21,0.16,0.18,0.22,0.17,0.14,63,1
0.51,0.23,1.24,20.77,0.12,0.78,0.28,0.4,0.34,0.31,0.34,0.23,0.21,0.25,0.28,0.27,0.24,0.19,0.21,0.22,0.26,0.14,0.27,0.23,0.31,0.3,0.08,0.25,0.23,0.18,0.21,0.27,0.27,0.22,0.23,88,1
0.5,0.13,0.7,22.86,0.07,0.24,0.23,0.28,0.09,0.12,0.11,0.15,0.14,0.14,0.12,0.16,0.18,0.02,0.12,0.11,0.17,0.01,0.07,0.02,0.08,,0.11,0.11,0.11,0.1,0.07,0.1,0.13,0.01,0.09,18,1
0.69,0.21,2.65,50.68,0.41,1.08,0.31,0.46,0.22,0.26,0.3,0.21,0.19,0.21,0.21,0.22,0.23,0.3,0.18,0.17,0.25,0.16,0.23,0.18,0.25,0.21,0.29,0.2,0.25,0.27,0.16,0.24,0.19,0.21,0.21,35,1
0.52,0.17,1.05,28.24,0.13,0.38,0.22,0.25,0.31,0.12,0.14,0.16,0.18,0.19,0.07,0.15,0.34,0.07,0.15,0.23,0.17,0.11,0.12,0.19,0.32,0.13,,0.22,0.17,0.19,0.11,0.15,0.08,0.11,0.11,17,1
0.39,0.15,0.61,16.59,0.08,0.36,0.2,0.32,0.23,0.23,0.15,0.16,0.09,0.17,0.08,0.15,0.21,0.21,0.12,0.16,0.12,0.04,0.17,0.15,0.15,0.22,0.09,0.17,0.16,0.11,0.13,0.14,0.21,0.13,0.18,194,1
0.49,0.17,0.7,24.11,0.08,0.2,0.37,0.44,0.26,0.13,0.24,0.16,0.15,0.14,0.26,0.12,0.29,0.1,0.14,0.17,0.2,,0.18,0.17,0.15,0.25,0.09,0.15,0.26,0.17,0.16,0.19,0.02,0.12,0.19,98,1
0.6,0.24,1.57,12.64,0.18,3.34,0.24,0.41,0.27,0.19,0.4,0.18,0.25,0.3,0.26,0.24,0.32,0.19,0.21,0.32,0.25,0.19,0.31,0.24,0.28,0.27,0.19,0.22,0.26,0.29,0.18,0.26,0.35,0.23,0.21,67,1
0.51,0.22,1.7,21.03,0.15,0.69,0.35,0.48,0.36,0.3,0.36,0.22,0.2,0.22,0.22,0.27,0.25,0.4,0.17,0.23,0.27,0.19,0.33,0.27,0.34,0.33,0.08,1.29,0.25,0.19,0.23,0.24,0.25,0.23,0.24,34,1
0.53,0.23,1.39,24.13,0.21,0.96,0.33,0.41,0.36,0.21,0.2,0.21,0.21,0.2,0.15,0.18,0.21,0.44,0.13,0.2,0.23,0.05,,0.2,0.17,0.05,0.04,0.2,0.24,0.2,0.17,0.22,0.07,0.19,0.4,12,1
0.63,0.16,1.52,29.21,0.23,0.6,0.3,0.36,0.28,0.15,0.17,0.18,0.14,0.09,0.18,0.17,0.13,,0.2,0.14,0.23,0.08,0.12,0.14,0.14,0.19,0.04,0.23,0.14,0.15,0.15,0.19,0.2,0.16,0.15,11,1
0.6,0.12,1.21,20.63,0.11,0.41,0.35,0.39,0.24,0.17,0.12,0.14,0.11,0.15,0.15,0.16,0.16,0.19,0.13,0.08,0.07,0.08,0.19,0.17,0.14,0.17,0.05,0.16,0.19,0.14,0.13,0.15,0.18,0.12,0.14,56,1
0.46,0.18,0.99,7.85,0.03,1.58,0.4,0.37,0.14,0.22,0.12,0.19,0.12,,,0.18,,,,0.27,0.23,,,,,,,0.2,,0.05,0.04,,,0.19,0.1,8,1
0.55,0.15,1.07,21.4,0.13,0.29,0.35,0.34,0.18,0.18,0.25,0.15,0.13,0.17,0.21,0.15,0.19,0.15,0.14,0.16,0.16,0.11,0.2,0.12,0.2,0.18,0.14,0.28,0.16,0.18,0.17,0.17,0.26,0.14,0.16,164,1
0.74,0.23,3.28,41.01,0.4,0.62,0.49,0.51,0.39,0.24,0.28,0.23,0.21,0.21,0.38,0.22,0.3,0.38,0.23,0.21,0.35,0.14,0.13,0.19,0.19,0.21,0.08,0.23,0.32,0.19,0.22,0.32,0.32,0.17,0.19,42,1
0.5,0.16,1.01,21.85,0.09,0.35,0.34,0.43,0.27,0.21,0.29,0.19,0.15,0.22,0.22,0.15,0.12,0.31,0.13,0.14,0.15,0.11,0.19,0.22,0.24,0.15,0.04,0.16,0.25,0.13,0.16,0.2,0.13,0.17,0.18,24,1
0.51,0.21,1.4,20.99,0.16,0.5,0.42,0.44,0.22,0.23,0.21,0.21,0.19,0.27,0.26,0.23,0.2,,0.17,0.22,0.2,0.2,0.23,0.22,0.25,0.23,0.11,0.25,0.25,0.2,0.18,0.23,0.24,0.19,0.22,35,1
0.48,0.15,0.82,15.8,0.1,0.62,0.28,0.29,0.2,0.15,0.17,0.15,0.13,0.17,0.24,0.13,0.22,0.16,0.13,0.15,0.11,0.13,0.16,0.18,0.18,0.14,0.08,0.22,0.22,0.15,0.17,0.13,0.11,0.15,0.21,70,1
0.54,0.13,0.98,15.41,0.07,0.6,0.15,0.27,0.23,0.14,0.12,0.14,0.14,0.2,0.11,0.2,0.18,0.11,0.13,0.12,0.13,0.09,0.12,0.09,0.14,0.16,0.08,0.15,0.27,0.15,0.1,0.11,0.12,0.11,0.16,29,1
0.49,0.22,0.7,15.88,0.07,0.87,0.7,0.43,0.32,0.22,0.28,0.21,0.19,0.25,0.24,0.21,0.25,0.36,0.19,0.27,0.25,0.19,0.27,0.24,0.31,0.22,0.11,0.24,0.24,0.2,0.22,0.28,0.22,0.43,0.24,214,1
0.5,0.2,1.07,22.99,0.11,0.28,0.26,0.38,0.25,0.2,0.2,0.2,0.15,0.21,0.25,0.19,0.24,,0.18,0.18,0.2,0.14,0.21,0.23,0.23,0.2,0.09,0.23,0.25,0.19,0.18,0.18,0.22,0.21,0.19,130,1
0.47,0.1,0.48,3.62,0.04,0.79,0.24,0.34,0.07,0.11,0.03,0.08,0.06,0.09,0.1,0.15,,0.41,0.11,0.1,0.15,0.04,0.16,0.18,0.17,0.16,0.06,0.16,0.12,0.09,0.2,0.08,,0.15,0.19,36,1
0.62,0.19,1.18,20.23,0.13,0.52,0.13,0.4,0.16,0.06,0.2,0.18,0.15,0.29,,0.08,,0.12,0.1,0.18,0.18,,,,,,0.17,,,,,0.1,,0.12,,19,1
0.5,0.19,1.08,18.97,0.07,0.57,0.19,0.35,0.25,0.18,0.17,0.16,0.15,0.26,0.28,0.23,0.3,0.19,0.19,0.19,0.18,0.17,0.23,0.24,0.28,0.23,0.11,0.27,0.19,0.14,0.23,0.16,0.21,0.21,0.2,40,1
0.53,0.17,1.14,22.6,0.11,0.53,0.23,0.42,0.21,0.2,0.25,0.15,0.18,0.21,0.2,0.15,0.21,0.14,0.13,0.15,0.18,0.19,0.15,0.16,0.2,0.09,0.09,0.18,0.18,0.13,0.17,0.17,0.16,0.1,0.19,14,1
0.49,0.12,0.83,24.08,0.07,0.31,0.24,0.28,0.11,0.11,0.15,0.12,0.11,0.13,0.08,0.15,0.14,0.16,0.11,0.12,0.14,0.03,0.12,0.09,0.14,0.11,0.03,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.12,16,1
0.54,0.19,1.26,16.94,0.13,0.84,0.34,0.36,0.2,0.21,0.22,0.18,0.13,0.22,0.32,0.18,0.34,0.24,0.16,0.19,0.25,0.12,0.2,0.21,0.24,0.19,0.08,0.22,0.32,0.21,0.17,0.2,0.26,0.19,0.21,104,1
0.61,0.2,1.7,26.6,0.19,0.81,0.58,0.39,0.25,0.2,0.26,0.2,0.17,0.27,0.22,0.18,0.23,0.19,0.2,0.23,0.2,0.25,0.35,0.29,0.2,0.22,0.12,0.23,0.24,0.25,0.24,0.17,0.25,0.22,0.21,19,1
0.48,0.18,1.12,26.29,0.14,0.35,0.36,0.35,0.22,0.22,0.23,0.18,0.17,0.19,0.2,0.14,0.2,0.19,0.15,0.16,0.12,0.09,0.2,0.17,0.24,0.17,0.09,0.17,0.28,0.19,0.15,0.19,0.23,0.16,0.16,28,1
0.49,0.19,1.04,23.59,0.11,0.3,0.41,0.44,0.19,0.21,0.24,0.19,0.16,0.25,0.2,0.21,0.2,0.2,0.18,0.2,0.2,0.13,0.25,0.21,0.21,0.22,0.14,0.2,0.21,0.16,0.2,0.18,0.16,0.22,0.2,29,1
0.45,0.25,1.2,13.22,0.1,4.5,0.64,0.45,0.33,0.46,0.5,0.26,0.19,0.33,0.29,0.26,0.43,0.46,0.24,0.25,0.34,0.23,0.27,0.2,0.36,0.23,0.14,0.15,0.2,0.36,0.17,0.35,0.44,0.39,0.33,73,1
0.45,0.15,0.68,12.76,0.03,0.42,0.36,0.27,0.2,0.18,0.31,0.14,0.12,0.14,0.44,0.09,,0.12,0.4,0.19,0.22,0.1,,0.33,0.29,0.17,0.06,,,0.08,0.56,0.17,,0.09,0.11,17,1
0.47,0.14,0.72,20.73,0.05,0.22,0.27,0.29,0.16,0.17,0.15,0.12,0.11,0.17,0.15,0.13,0.17,0.14,0.12,0.15,0.15,0.11,0.18,0.18,0.19,0.17,0.06,0.21,0.17,0.13,0.15,0.16,0.17,0.15,0.15,14,1
0.64,0.2,1.63,11.91,0.15,2.14,0.33,0.5,0.26,0.33,0.29,0.21,0.18,0.18,0.23,0.19,0.22,,0.16,0.2,0.23,0.14,0.21,0.18,0.22,0.18,0.08,0.26,0.21,0.16,0.15,0.21,0.18,0.14,0.19,146,1
0.51,0.19,0.94,21.9,0.08,0.25,0.34,0.38,0.19,0.16,0.21,0.21,0.18,0.21,0.2,0.17,0.2,0.18,0.18,0.21,0.22,0.13,0.22,0.22,0.2,0.17,0.09,0.22,0.18,0.17,0.15,0.17,0.2,0.17,0.19,125,1
0.57,0.15,1.07,19.09,0.1,0.72,0.2,0.33,0.19,0.16,0.25,0.15,0.12,0.2,0.23,0.15,0.13,0.22,0.13,0.19,0.25,0.1,0.19,0.13,0.22,0.17,0.14,0.13,0.17,0.13,0.11,0.18,0.17,0.17,0.15,7,1
0.45,0.12,0.81,13.96,0.06,0.62,0.36,0.29,0.16,0.14,0.18,0.1,0.1,0.12,0.14,0.13,0.14,0.16,0.11,0.17,0.14,0.05,0.14,0.12,0.14,0.11,0.04,0.12,0.15,0.11,0.1,0.15,0.11,0.11,0.14,12,1
0.51,0.13,0.75,23.91,0.08,0.41,0.39,0.34,0.16,0.11,0.3,0.13,0.1,0.15,0.16,0.1,0.25,,0.12,0.13,0.12,0.09,,0.1,0.14,0.16,0.03,0.21,0.26,0.15,0.18,,0.43,0.15,0.08,37,1
0.54,0.2,1.72,20.9,0.23,1.07,0.39,0.39,0.3,0.24,0.33,0.2,0.2,0.19,0.19,0.29,0.29,0.19,0.19,0.21,0.26,0.17,0.25,0.17,0.21,0.27,0.1,0.26,0.22,0.18,0.2,0.2,0.22,0.13,0.19,52,1
0.6,0.16,1.7,30.55,0.27,0.44,0.26,0.32,0.28,0.18,0.16,0.17,0.15,0.18,0.2,0.14,0.24,0.1,0.13,0.13,0.19,0.13,0.2,0.15,0.17,0.11,0.06,0.19,0.16,0.15,0.09,0.14,0.17,0.16,0.21,6,1
0.52,0.14,0.98,24.37,0.09,0.3,0.27,0.3,0.22,0.21,0.1,0.14,0.12,0.18,0.14,0.16,0.19,0.1,0.11,0.13,0.16,0.06,0.19,0.19,0.24,0.22,0.03,0.17,0.14,0.12,0.18,0.14,0.12,0.17,0.22,116,1
0.48,0.16,1.58,19.11,0.17,1.15,0.27,0.49,0.21,0.18,0.3,0.14,0.17,0.22,0.07,0.08,0.17,0.38,0.2,0.11,0.16,0.14,,0.17,0.19,0.15,0.08,0.11,0.2,0.16,0.29,0.21,0.14,0.14,0.16,8,1
0.53,0.16,1.34,27.09,0.15,0.47,0.24,0.3,0.19,0.15,0.18,0.15,0.13,0.17,0.18,0.16,0.19,0.11,0.12,0.16,0.17,0.11,0.14,0.19,0.17,0.12,0.07,0.15,0.17,0.14,0.14,0.16,0.14,0.15,0.16,17,1
0.5,0.19,1.18,19.78,0.14,0.5,0.42,0.34,0.24,0.18,0.25,0.21,0.17,0.24,0.33,0.21,0.17,,0.19,0.22,0.22,0.14,0.14,0.15,0.15,0.24,0.08,0.21,0.29,0.16,0.23,0.23,0.2,0.16,0.17,328,1
0.41,0.17,0.83,12.23,0.05,0.91,0.14,0.22,0.17,0.26,0.13,0.15,0.11,0.19,0.24,0.17,0.26,0.25,0.14,0.27,0.28,0.15,0.22,0.17,0.2,0.16,0.1,0.22,0.23,0.17,0.17,0.19,0.27,0.19,0.18,507,1
0.51,0.18,1.21,23.91,0.14,0.41,0.37,0.36,0.24,0.19,0.14,0.17,0.15,0.26,0.23,0.21,0.32,0.19,0.17,0.19,0.21,0.18,0.26,0.21,0.28,0.21,0.12,0.23,0.23,0.19,0.17,0.18,0.23,0.2,0.22,7,1
0.48,0.19,1.22,19.09,0.11,0.67,0.29,0.41,0.23,0.21,0.28,0.19,0.17,0.15,0.24,0.16,0.26,0.21,0.16,0.2,0.21,0.1,0.15,0.16,0.19,0.18,0.06,0.22,0.21,0.15,0.17,0.17,0.23,0.15,0.2,13,1
0.49,0.17,1.13,10.37,0.05,0.82,0.29,0.36,0.15,0.2,0.2,0.15,0.14,0.19,0.19,0.15,0.1,0.21,0.12,0.17,0.12,0.11,0.18,0.23,0.21,0.16,0.08,0.17,0.19,0.16,0.16,0.18,0.1,0.2,0.17,19,1
0.58,0.23,2.08,25.14,0.19,0.71,0.33,0.31,0.48,0.2,0.31,0.59,0.18,0.18,0.24,0.2,0.34,0.21,0.19,0.24,0.27,0.13,0.15,0.38,0.17,0.15,0.1,0.26,0.23,0.17,0.22,0.17,0.33,0.17,0.31,49,1
0.58,0.16,1.69,22.96,0.19,0.53,0.32,0.31,0.22,0.13,0.43,0.11,0.13,0.18,0.22,0.19,0.23,0.25,0.08,0.19,0.23,0.11,0.56,0.18,0.18,0.26,0.05,0.26,0.28,0.17,0.24,0.08,0.05,0.13,0.15,30,1
0.48,0.19,1.84,22.8,0.13,0.69,0.26,0.3,0.23,0.46,0.16,0.16,0.13,0.25,0.26,0.18,0.21,0.26,0.29,0.17,0.19,0.62,0.17,0.24,0.27,0.54,0.53,0.26,0.21,0.16,0.16,0.14,0.22,0.47,0.31,23,1
0.55,0.27,1.65,19.74,0.19,0.59,0.42,0.52,0.2,0.19,0.24,0.29,0.24,0.24,0.28,0.32,0.24,0.38,0.17,0.25,0.28,0.16,0.3,0.27,0.28,0.29,0.1,0.24,0.32,0.19,0.18,0.29,0.22,0.28,0.19,21,1
0.59,0.27,1.64,48.47,0.36,0.5,0.58,0.29,0.22,0.54,0.42,0.23,0.16,0.28,0.03,0.24,0.3,0.63,0.3,0.25,0.57,0.2,0.26,0.18,0.29,0.22,0.06,0.3,0.14,0.35,0.1,0.11,0.23,0.19,0.18,35,1
0.51,0.19,0.83,23.5,0.06,0.26,0.25,0.45,0.27,0.21,0.25,0.19,0.18,0.21,0.27,0.21,0.21,0.25,0.15,0.18,0.2,0.11,0.18,0.25,0.22,0.19,0.09,0.17,0.22,0.18,0.18,0.17,0.28,0.2,0.25,16,1
0.48,0.18,1.16,18.63,0.09,0.6,0.37,0.37,0.17,0.21,0.21,0.18,0.15,0.18,0.22,0.19,0.2,0.22,0.16,0.19,0.19,0.15,0.17,0.14,0.2,0.18,0.1,0.18,0.22,0.15,0.17,0.22,0.18,0.19,0.19,17,1
0.53,0.16,1.11,22.09,0.15,0.48,0.33,0.38,0.21,0.2,0.2,0.13,0.14,0.15,0.21,0.18,0.19,0.28,0.16,0.19,0.22,0.08,0.14,0.18,0.17,0.14,0.07,0.21,0.16,0.16,0.17,0.23,0.24,0.14,0.19,30,1
0.45,0.14,0.67,20.77,0.05,0.32,0.14,0.37,0.14,0.19,0.14,0.13,0.12,0.22,0.09,0.13,0.24,0.32,0.14,0.17,0.14,0.11,0.18,0.12,0.18,0.19,0.07,0.17,0.18,0.12,0.12,0.16,0.14,0.12,0.17,272,1
0.45,0.16,1.05,22.68,0.13,0.31,0.38,0.38,0.36,0.16,0.23,0.16,0.14,0.17,0.1,0.17,0.25,0.2,0.21,0.13,0.17,0.17,0.2,0.17,0.18,0.22,0.05,0.22,0.21,0.16,0.23,0.14,0.36,0.19,0.18,5,1
0.5,0.18,1.05,24.12,0.12,0.28,0.37,0.41,0.2,0.26,0.33,0.19,0.16,0.21,0.32,0.16,0.26,0.25,0.1,0.17,0.18,0.15,0.27,0.22,0.22,0.27,0.14,0.26,0.07,0.16,0.15,0.27,0.3,0.18,0.25,79,1
0.54,0.21,1.79,19.7,0.11,0.72,0.34,0.48,0.25,0.21,0.31,0.2,0.19,0.24,0.36,0.21,0.29,0.76,0.21,0.26,0.25,0.28,0.21,0.22,0.22,0.21,0.12,0.24,0.23,0.21,0.19,0.2,0.36,0.23,0.25,107,1
0.49,0.08,0.78,18.86,0.04,0.22,0.19,0.22,0.15,0.1,0.16,0.09,0.09,0.12,0.12,0.11,0.08,0.12,0.08,0.09,0.1,0.03,0.05,0.05,0.08,0.08,0.05,0.13,0.08,0.1,0.02,0.09,0.05,0.06,0.12,20,1
